idMso,Label,BitmapPath,PngPath,Source
PrintTitles,Print Titles,E:\Sripts\Leaner tracking\Practical\Images\Excel\PrintTitles.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\PrintTitles.png,Local Excel VBA GetImageMso:PrintTitles
ProtectSheet,Protect Sheet...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ProtectSheet.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ProtectSheet.png,Local Excel VBA GetImageMso:SheetProtect
ProtectWorkbook,Protect Workbook...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ProtectWorkbook.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ProtectWorkbook.png,Local Excel VBA GetImageMso:ReviewProtectWorkbook
QueriesConnections,Connections,E:\Sripts\Leaner tracking\Practical\Images\Excel\QueriesConnections.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\QueriesConnections.png,Local Excel VBA GetImageMso:Connections
ReapplyFilter,Reapply,E:\Sripts\Leaner tracking\Practical\Images\Excel\ReapplyFilter.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ReapplyFilter.png,Local Excel VBA GetImageMso:FilterReapply
RecentSources,RecentSources,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecentSources.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecentSources.png,Local Excel VBA GetImageMso:RecentFileList
RecentlyUsedFunctions,Recently Used,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecentlyUsedFunctions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecentlyUsedFunctions.png,Local Excel VBA GetImageMso:FunctionsRecentlyUsedtInsertGallery
RecommendedCharts,Chart...,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecommendedCharts.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecommendedCharts.png,Local Excel VBA GetImageMso:ChartInsert
RecommendedPivotTables,PivotTable and PivotChart Wizard,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecommendedPivotTables.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecommendedPivotTables.png,Local Excel VBA GetImageMso:PivotTableReport
RecordMacro,Record Macro...,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecordMacro.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RecordMacro.png,Local Excel VBA GetImageMso:MacroRecord
RefreshAll,Refresh All,E:\Sripts\Leaner tracking\Practical\Images\Excel\RefreshAll.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RefreshAll.png,Local Excel VBA GetImageMso:RefreshAll
Relationships,Relationships,E:\Sripts\Leaner tracking\Practical\Images\Excel\Relationships.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Relationships.png,Local Excel VBA GetImageMso:DatabaseRelationships
RemoveArrows,Remove Arrows,E:\Sripts\Leaner tracking\Practical\Images\Excel\RemoveArrows.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RemoveArrows.png,Local Excel VBA GetImageMso:TraceRemoveArrowsMenu
RemoveDuplicates,Remove Duplicates,E:\Sripts\Leaner tracking\Practical\Images\Excel\RemoveDuplicates.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RemoveDuplicates.png,Local Excel VBA GetImageMso:RemoveDuplicates
RunDialog,Run Dialogue,E:\Sripts\Leaner tracking\Practical\Images\Excel\RunDialog.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\RunDialog.png,Local Excel VBA GetImageMso:RunDialog
ScreenshotInsertGallery,Screenshot,E:\Sripts\Leaner tracking\Practical\Images\Excel\ScreenshotInsertGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ScreenshotInsertGallery.png,Local Excel VBA GetImageMso:ScreenshotInsertGallery
SelectionPane,Selection Pane...,E:\Sripts\Leaner tracking\Practical\Images\Excel\SelectionPane.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SelectionPane.png,Local Excel VBA GetImageMso:SelectionPane
ShapesInsertGallery,Shapes,E:\Sripts\Leaner tracking\Practical\Images\Excel\ShapesInsertGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ShapesInsertGallery.png,Local Excel VBA GetImageMso:ShapesInsertGallery
SheetBackground,Background...,E:\Sripts\Leaner tracking\Practical\Images\Excel\SheetBackground.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SheetBackground.png,Local Excel VBA GetImageMso:SheetBackground
ShowComments,ShowComments,E:\Sripts\Leaner tracking\Practical\Images\Excel\ShowComments.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ShowComments.png,Local Excel VBA GetImageMso:ShowComments
ShowFormulas,Show Formulas,E:\Sripts\Leaner tracking\Practical\Images\Excel\ShowFormulas.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ShowFormulas.png,Local Excel VBA GetImageMso:ShowFormulas
ShowHideNote,ShowHideNote,E:\Sripts\Leaner tracking\Practical\Images\Excel\ShowHideNote.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ShowHideNote.png,Local Excel VBA GetImageMso:NewNote
SignatureLineInsert,Signature Line,E:\Sripts\Leaner tracking\Practical\Images\Excel\SignatureLineInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SignatureLineInsert.png,Local Excel VBA GetImageMso:SignatureLineInsert
SlicerInsert,Insert Slicer...,E:\Sripts\Leaner tracking\Practical\Images\Excel\SlicerInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SlicerInsert.png,Local Excel VBA GetImageMso:SlicerInsert
SmartArtInsert,SmartArt...,E:\Sripts\Leaner tracking\Practical\Images\Excel\SmartArtInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SmartArtInsert.png,Local Excel VBA GetImageMso:SmartArtInsert
SmartLookup,Smart Lookup,E:\Sripts\Leaner tracking\Practical\Images\Excel\SmartLookup.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SmartLookup.png,Local Excel VBA GetImageMso:SmartLookup
SortAscendingExcel,Sort Ascending,E:\Sripts\Leaner tracking\Practical\Images\Excel\SortAscendingExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SortAscendingExcel.png,Local Excel VBA GetImageMso:SortAscendingExcel
SortDescendingExcel,Sort Descending,E:\Sripts\Leaner tracking\Practical\Images\Excel\SortDescendingExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SortDescendingExcel.png,Local Excel VBA GetImageMso:SortDescendingExcel
SortDialog,Sort...,E:\Sripts\Leaner tracking\Practical\Images\Excel\SortDialog.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SortDialog.png,Local Excel VBA GetImageMso:SortDialog
SortFilterMenu,Sort & Filter,E:\Sripts\Leaner tracking\Practical\Images\Excel\SortFilterMenu.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SortFilterMenu.png,Local Excel VBA GetImageMso:SortFilterMenu
SparklineColumn,SparklineColumn,E:\Sripts\Leaner tracking\Practical\Images\Excel\SparklineColumn.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SparklineColumn.png,Local Excel VBA GetImageMso:Chart3DColumnChart
SparklineLine,SparklineLine,E:\Sripts\Leaner tracking\Practical\Images\Excel\SparklineLine.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SparklineLine.png,Local Excel VBA GetImageMso:ControlLine
SparklineWinLoss,Chart...,E:\Sripts\Leaner tracking\Practical\Images\Excel\SparklineWinLoss.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SparklineWinLoss.png,Local Excel VBA GetImageMso:ChartInsert
Spelling,Spelling...,E:\Sripts\Leaner tracking\Practical\Images\Excel\Spelling.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Spelling.png,Local Excel VBA GetImageMso:Spelling
Subtotal,Subtotal,E:\Sripts\Leaner tracking\Practical\Images\Excel\Subtotal.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Subtotal.png,Local Excel VBA GetImageMso:OutlineSubtotals
SymbolInsert,Symbol...,E:\Sripts\Leaner tracking\Practical\Images\Excel\SymbolInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\SymbolInsert.png,Local Excel VBA GetImageMso:SymbolInsert
TableInsert,TableInsert,E:\Sripts\Leaner tracking\Practical\Images\Excel\TableInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\TableInsert.png,Local Excel VBA GetImageMso:TableInsert
TextBoxInsert,TextBoxInsert,E:\Sripts\Leaner tracking\Practical\Images\Excel\TextBoxInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\TextBoxInsert.png,Local Excel VBA GetImageMso:TextBoxInsert
TextFunctions,Text,E:\Sripts\Leaner tracking\Practical\Images\Excel\TextFunctions.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\TextFunctions.png,Local Excel VBA GetImageMso:FunctionsTextInsertGallery
TextToColumns,TextToColumns,E:\Sripts\Leaner tracking\Practical\Images\Excel\TextToColumns.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\TextToColumns.png,Local Excel VBA GetImageMso:TextToOrFromTable
ThemeColorsGallery,Colours,E:\Sripts\Leaner tracking\Practical\Images\Excel\ThemeColorsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ThemeColorsGallery.png,Local Excel VBA GetImageMso:ThemeColorsGallery
ThemeEffectsGallery,Effects,E:\Sripts\Leaner tracking\Practical\Images\Excel\ThemeEffectsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ThemeEffectsGallery.png,Local Excel VBA GetImageMso:ThemeEffectsGallery
ThemeFontsGallery,Fonts,E:\Sripts\Leaner tracking\Practical\Images\Excel\ThemeFontsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ThemeFontsGallery.png,Local Excel VBA GetImageMso:ThemeFontsGallery
ThemesGallery,Themes,E:\Sripts\Leaner tracking\Practical\Images\Excel\ThemesGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ThemesGallery.png,Local Excel VBA GetImageMso:ThemesGallery
Thesaurus,Thesaurus...,E:\Sripts\Leaner tracking\Practical\Images\Excel\Thesaurus.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Thesaurus.png,Local Excel VBA GetImageMso:Thesaurus
TimelineInsert,TimelineInsert,E:\Sripts\Leaner tracking\Practical\Images\Excel\TimelineInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\TimelineInsert.png,Local Excel VBA GetImageMso:TimelineInsert
TraceDependents,Trace Dependents,E:\Sripts\Leaner tracking\Practical\Images\Excel\TraceDependents.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\TraceDependents.png,Local Excel VBA GetImageMso:TraceDependents
TracePrecedents,Trace Precedents,E:\Sripts\Leaner tracking\Practical\Images\Excel\TracePrecedents.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\TracePrecedents.png,Local Excel VBA GetImageMso:TracePrecedents
Translate,Translate,E:\Sripts\Leaner tracking\Practical\Images\Excel\Translate.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Translate.png,Local Excel VBA GetImageMso:Translate
Underline,Underline,E:\Sripts\Leaner tracking\Practical\Images\Excel\Underline.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Underline.png,Local Excel VBA GetImageMso:Underline
UngroupRowsColumns,Ungroup...,E:\Sripts\Leaner tracking\Practical\Images\Excel\UngroupRowsColumns.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\UngroupRowsColumns.png,Local Excel VBA GetImageMso:OutlineUngroup
UseInFormula,Use in Formula,E:\Sripts\Leaner tracking\Practical\Images\Excel\UseInFormula.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\UseInFormula.png,Local Excel VBA GetImageMso:NameUseInFormula
UseRelativeReferences,Use Relative References,E:\Sripts\Leaner tracking\Practical\Images\Excel\UseRelativeReferences.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\UseRelativeReferences.png,Local Excel VBA GetImageMso:MacroRelativeReferences
ViewCode,View Code,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewCode.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewCode.png,Local Excel VBA GetImageMso:ViewCode
ViewFormulaBar,Formula Bar,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewFormulaBar.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewFormulaBar.png,Local Excel VBA GetImageMso:ViewFormulaBar
ViewGridlinesExcel,View,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewGridlinesExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewGridlinesExcel.png,Local Excel VBA GetImageMso:ViewSheetGridlines
ViewHeadingsExcel,Normal,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewHeadingsExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewHeadingsExcel.png,Local Excel VBA GetImageMso:ViewNormalViewExcel
ViewMacros,Macros,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewMacros.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewMacros.png,Local Excel VBA GetImageMso:MacroPlay
ViewNormalViewExcel,Normal,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewNormalViewExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewNormalViewExcel.png,Local Excel VBA GetImageMso:ViewNormalViewExcel
ViewPageBreakPreviewView,Page Break Preview,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewPageBreakPreviewView.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewPageBreakPreviewView.png,Local Excel VBA GetImageMso:ViewPageBreakPreviewView
ViewPageLayoutView,Page Layout,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewPageLayoutView.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewPageLayoutView.png,Local Excel VBA GetImageMso:ViewPageLayoutView
ViewRuler,ViewRuler,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewRuler.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ViewRuler.png,Local Excel VBA GetImageMso:RulerShowHide
VisualBasic,Visual Basic,E:\Sripts\Leaner tracking\Practical\Images\Excel\VisualBasic.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\VisualBasic.png,Local Excel VBA GetImageMso:VisualBasic
WatchWindow,Watch Window,E:\Sripts\Leaner tracking\Practical\Images\Excel\WatchWindow.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WatchWindow.png,Local Excel VBA GetImageMso:WatchWindow
WhatIfAnalysis,What-If Analysis,E:\Sripts\Leaner tracking\Practical\Images\Excel\WhatIfAnalysis.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WhatIfAnalysis.png,Local Excel VBA GetImageMso:WhatIfAnalysisMenu
WindowArrangeAll,Arrange All,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowArrangeAll.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowArrangeAll.png,Local Excel VBA GetImageMso:WindowsArrangeAll
WindowHide,Hide,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowHide.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowHide.png,Local Excel VBA GetImageMso:WindowHide
WindowNew,New Window,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowNew.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowNew.png,Local Excel VBA GetImageMso:WindowNew
WindowResetPosition,Reset Window Position,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowResetPosition.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowResetPosition.png,Local Excel VBA GetImageMso:WindowResetPosition
WindowSplit,WindowSplit,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowSplit.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowSplit.png,Local Excel VBA GetImageMso:WindowSplit
WindowSwitchWindowsMenuExcel,Switch Windows,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowSwitchWindowsMenuExcel.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowSwitchWindowsMenuExcel.png,Local Excel VBA GetImageMso:WindowSwitchWindowsMenuExcel
WindowSynchronousScrolling,Synchronous Scrolling,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowSynchronousScrolling.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowSynchronousScrolling.png,Local Excel VBA GetImageMso:WindowSideBySideSynchronousScrolling
WindowUnhide,Unhide...,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowUnhide.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowUnhide.png,Local Excel VBA GetImageMso:WindowUnhide
WindowViewSideBySide,WindowViewSideBySide,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowViewSideBySide.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WindowViewSideBySide.png,Local Excel VBA GetImageMso:WindowSideBySide
WordArtInsertGallery,WordArt,E:\Sripts\Leaner tracking\Practical\Images\Excel\WordArtInsertGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WordArtInsertGallery.png,Local Excel VBA GetImageMso:WordArtInsertGallery
WrapText,Wrap Text,E:\Sripts\Leaner tracking\Practical\Images\Excel\WrapText.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\WrapText.png,Local Excel VBA GetImageMso:WrapText
XmlExpansionPacks,Expansion Packs,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlExpansionPacks.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlExpansionPacks.png,Local Excel VBA GetImageMso:XmlExpansionPacksExcel
XmlExport,Export,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlExport.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlExport.png,Local Excel VBA GetImageMso:XmlExport
XmlImport,Import,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlImport.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlImport.png,Local Excel VBA GetImageMso:XmlImport
XmlMapProperties,Map Properties,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlMapProperties.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlMapProperties.png,Local Excel VBA GetImageMso:XmlMapProperties
XmlRefreshData,Refresh,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlRefreshData.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlRefreshData.png,Local Excel VBA GetImageMso:Refresh
XmlSource,Source...,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlSource.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\XmlSource.png,Local Excel VBA GetImageMso:XmlSource
Zoom100Percent,Zoom100Percent,E:\Sripts\Leaner tracking\Practical\Images\Excel\Zoom100Percent.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\Zoom100Percent.png,Local Excel VBA GetImageMso:Zoom100
ZoomDialog,Zoom...,E:\Sripts\Leaner tracking\Practical\Images\Excel\ZoomDialog.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ZoomDialog.png,Local Excel VBA GetImageMso:ZoomDialog
ZoomToSelection,Zoom to Selection,E:\Sripts\Leaner tracking\Practical\Images\Excel\ZoomToSelection.bmp,E:\Sripts\Leaner tracking\Practical\Images\Excel\ZoomToSelection.png,Local Excel VBA GetImageMso:ZoomToSelection
