idMso,Label,BitmapPath,PngPath,Source
ShadingColorPicker,Shading,E:\Sripts\Leaner tracking\Practical\Images\Word\ShadingColorPicker.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ShadingColorPicker.png,Local Word VBA GetImageMso:ShadingColorPicker
ShapesInsertGallery,Shapes,E:\Sripts\Leaner tracking\Practical\Images\Word\ShapesInsertGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ShapesInsertGallery.png,Local Word VBA GetImageMso:ShapesInsertGallery
SignatureLineInsert,Signature Line,E:\Sripts\Leaner tracking\Practical\Images\Word\SignatureLineInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\SignatureLineInsert.png,Local Word VBA GetImageMso:SignatureLineInsert
SmartArtInsert,SmartArt...,E:\Sripts\Leaner tracking\Practical\Images\Word\SmartArtInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\SmartArtInsert.png,Local Word VBA GetImageMso:SmartArtInsert
SortDialogClassic,Sort...,E:\Sripts\Leaner tracking\Practical\Images\Word\SortDialogClassic.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\SortDialogClassic.png,Local Word VBA GetImageMso:SortDialogClassic
SpellingAndGrammar,Spelling & Grammar,E:\Sripts\Leaner tracking\Practical\Images\Word\SpellingAndGrammar.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\SpellingAndGrammar.png,Local Word VBA GetImageMso:SpellingAndGrammar
Strikethrough,Strikethrough,E:\Sripts\Leaner tracking\Practical\Images\Word\Strikethrough.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\Strikethrough.png,Local Word VBA GetImageMso:Strikethrough
StylesPane,Styles...,E:\Sripts\Leaner tracking\Practical\Images\Word\StylesPane.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\StylesPane.png,Local Word VBA GetImageMso:StylesPane
Subscript,Subscript,E:\Sripts\Leaner tracking\Practical\Images\Word\Subscript.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\Subscript.png,Local Word VBA GetImageMso:Subscript
Superscript,Superscript,E:\Sripts\Leaner tracking\Practical\Images\Word\Superscript.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\Superscript.png,Local Word VBA GetImageMso:Superscript
SymbolInsert,SymbolInsert,E:\Sripts\Leaner tracking\Practical\Images\Word\SymbolInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\SymbolInsert.png,Local Word VBA GetImageMso:SymbolInsert
TableInsertDialog,TableInsertDialog,E:\Sripts\Leaner tracking\Practical\Images\Word\TableInsertDialog.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TableInsertDialog.png,Local Word VBA GetImageMso:TableInsertDialog
TableOfContentsGallery,Table of Contents,E:\Sripts\Leaner tracking\Practical\Images\Word\TableOfContentsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TableOfContentsGallery.png,Local Word VBA GetImageMso:TableOfContentsGallery
TableOfContentsUpdate,Update Table...,E:\Sripts\Leaner tracking\Practical\Images\Word\TableOfContentsUpdate.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TableOfContentsUpdate.png,Local Word VBA GetImageMso:TableOfContentsUpdate
TableOfFiguresInsert,Insert Table of Figures...,E:\Sripts\Leaner tracking\Practical\Images\Word\TableOfFiguresInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TableOfFiguresInsert.png,Local Word VBA GetImageMso:TableOfFiguresInsert
TableOfFiguresUpdate,Update Table,E:\Sripts\Leaner tracking\Practical\Images\Word\TableOfFiguresUpdate.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TableOfFiguresUpdate.png,Local Word VBA GetImageMso:TableOfFiguresUpdate
TextBoxInsert,Text Box,E:\Sripts\Leaner tracking\Practical\Images\Word\TextBoxInsert.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TextBoxInsert.png,Local Word VBA GetImageMso:TextBoxInsert
TextEffectsGallery,Text Effects and Typography,E:\Sripts\Leaner tracking\Practical\Images\Word\TextEffectsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TextEffectsGallery.png,Local Word VBA GetImageMso:TextEffectsGallery
TextHighlightColorPicker,Text Highlight Colour,E:\Sripts\Leaner tracking\Practical\Images\Word\TextHighlightColorPicker.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TextHighlightColorPicker.png,Local Word VBA GetImageMso:TextHighlightColorPicker
TextWrappingGallery,TextWrappingGallery,E:\Sripts\Leaner tracking\Practical\Images\Word\TextWrappingGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TextWrappingGallery.png,Local Word VBA GetImageMso:TextWrappingGallery
ThemeColorsGallery,Colours,E:\Sripts\Leaner tracking\Practical\Images\Word\ThemeColorsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ThemeColorsGallery.png,Local Word VBA GetImageMso:ThemeColorsGallery
ThemeEffectsGallery,Effects,E:\Sripts\Leaner tracking\Practical\Images\Word\ThemeEffectsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ThemeEffectsGallery.png,Local Word VBA GetImageMso:ThemeEffectsGallery
ThemeFontsGallery,Fonts,E:\Sripts\Leaner tracking\Practical\Images\Word\ThemeFontsGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ThemeFontsGallery.png,Local Word VBA GetImageMso:ThemeFontsGallery
ThemesGallery,Themes,E:\Sripts\Leaner tracking\Practical\Images\Word\ThemesGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ThemesGallery.png,Local Word VBA GetImageMso:ThemesGallery
Thesaurus,Thesaurus...,E:\Sripts\Leaner tracking\Practical\Images\Word\Thesaurus.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\Thesaurus.png,Local Word VBA GetImageMso:Thesaurus
TrackChanges,Track Changes,E:\Sripts\Leaner tracking\Practical\Images\Word\TrackChanges.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\TrackChanges.png,Local Word VBA GetImageMso:ReviewTrackChanges
Translate,Translate,E:\Sripts\Leaner tracking\Practical\Images\Word\Translate.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\Translate.png,Local Word VBA GetImageMso:Translate
Underline,Underline,E:\Sripts\Leaner tracking\Practical\Images\Word\Underline.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\Underline.png,Local Word VBA GetImageMso:Underline
ViewDraftView,Draft,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewDraftView.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewDraftView.png,Local Word VBA GetImageMso:ViewDraftView
ViewGridlines,View Gridlines,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewGridlines.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewGridlines.png,Local Word VBA GetImageMso:ViewGridlines
ViewMacros,Macros,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewMacros.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewMacros.png,Local Word VBA GetImageMso:MacroPlay
ViewOnePage,One Page,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewOnePage.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewOnePage.png,Local Word VBA GetImageMso:ZoomOnePage
ViewOutlineView,Outline,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewOutlineView.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewOutlineView.png,Local Word VBA GetImageMso:ViewOutlineView
ViewPageWidth,Page Width,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewPageWidth.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewPageWidth.png,Local Word VBA GetImageMso:ZoomPageWidth
ViewPrintLayoutView,Print Layout,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewPrintLayoutView.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewPrintLayoutView.png,Local Word VBA GetImageMso:ViewPrintLayoutView
ViewRuler,ViewRuler,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewRuler.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewRuler.png,Local Word VBA GetImageMso:RulerShowHide
ViewTwoPages,ViewTwoPages,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewTwoPages.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewTwoPages.png,Local Word VBA GetImageMso:ViewTwoPages
ViewWebLayoutView,Web Layout,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewWebLayoutView.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ViewWebLayoutView.png,Local Word VBA GetImageMso:ViewWebLayoutView
VisualBasic,Visual Basic,E:\Sripts\Leaner tracking\Practical\Images\Word\VisualBasic.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\VisualBasic.png,Local Word VBA GetImageMso:VisualBasic
WatermarkGallery,Watermark,E:\Sripts\Leaner tracking\Practical\Images\Word\WatermarkGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WatermarkGallery.png,Local Word VBA GetImageMso:WatermarkGallery
WindowArrangeAll,Arrange All,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowArrangeAll.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowArrangeAll.png,Local Word VBA GetImageMso:WindowsArrangeAll
WindowNew,New Window,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowNew.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowNew.png,Local Word VBA GetImageMso:WindowNew
WindowResetPosition,Reset Window Position,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowResetPosition.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowResetPosition.png,Local Word VBA GetImageMso:WindowResetPosition
WindowSplit,Split,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowSplit.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowSplit.png,Local Word VBA GetImageMso:WindowSplit
WindowSwitchWindowsMenuWord,Switch Windows,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowSwitchWindowsMenuWord.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowSwitchWindowsMenuWord.png,Local Word VBA GetImageMso:WindowSwitchWindowsMenuWord
WindowSynchronousScrolling,WindowSynchronousScrolling,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowSynchronousScrolling.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowSynchronousScrolling.png,Local Word VBA GetImageMso:ViewSideBySide
WindowViewSideBySide,WindowViewSideBySide,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowViewSideBySide.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WindowViewSideBySide.png,Local Word VBA GetImageMso:ViewSideBySide
WordArtInsertGallery,WordArt,E:\Sripts\Leaner tracking\Practical\Images\Word\WordArtInsertGallery.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WordArtInsertGallery.png,Local Word VBA GetImageMso:WordArtInsertGallery
WordCount,Word Count,E:\Sripts\Leaner tracking\Practical\Images\Word\WordCount.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\WordCount.png,Local Word VBA GetImageMso:WordCount
XmlMappingPane,XmlMappingPane,E:\Sripts\Leaner tracking\Practical\Images\Word\XmlMappingPane.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\XmlMappingPane.png,Local Word VBA GetImageMso:XmlSource
Zoom100Percent,Zoom 100%,E:\Sripts\Leaner tracking\Practical\Images\Word\Zoom100Percent.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\Zoom100Percent.png,Local Word VBA GetImageMso:Zoom100
ZoomDialog,Zoom...,E:\Sripts\Leaner tracking\Practical\Images\Word\ZoomDialog.bmp,E:\Sripts\Leaner tracking\Practical\Images\Word\ZoomDialog.png,Local Word VBA GetImageMso:ZoomDialog
